ID	Target	Tweet	Stance	Origin	Total	Origin_ID
117	intern	cahoots with the Army_s Jade Helm 15 plot to confiscate their guns and impose martial law Posted by Fearguth lying homosexuality is a sin being gay is not [So if someone asks Are you homosexual you can We are here to inform you Mr Derbyshire that y _Race Science_ is for White Supremacists with IQs 	AGAINST	"cahoots with the Army's Jade Helm 15 plot to confiscate. their guns and impose  martial law. Posted by Fearguth .... lying, homosexuality is a sin, being gay is not.""  [So if someone asks, ""Are you homosexual?"" you can ...... ""We are here to inform  you, Mr. Derbyshire, that y... 'Race Science' is for White Supremacists with IQs ."	20	5_google_17
118	intern	 100000 2009_2_7_ 09 38 _____	NONE	http://www.mit.edu/~ecprice/wordlist.100000 - 2009年2月7日 09:38 - ウェブ魚拓.	20	5_google_18
119	intern	Remplace there were points being ch_re auront rsultat fois l_eression child falls out and to make the Restrictions which may by reference References returned from To also need to check whether fois plastic washing basin which _ demi auront Web using the single solution kit SSK Beware example Code Output 	AGAINST	Remplace there were points being ch�re auront rsultat fois l'expression child falls  out, and to make the Restrictions which may by reference: References returned  from .... To also need to check whether fois plastic washing-basin which � demi  auront Web, using the single solution kit (SSK). Beware! example: Code: Output.	20	5_google_19
120	intern	 672353 BEING 669639 MAKE 667181 M 666879 YORK 663812 EVEN 663325 THOSE 655743 SUNDAY 653490 END 652089 GET 650242 PARTY 646339 THROUGH 639674 KILLED 638219 SAY 637834 OLD 635998 FIVE 635418 INCLUDING 628634 TAKE 626501 AMERICAN 625997 NEXT 624771 SHOULD 	AGAINST	... 672353 BEING 669639 MAKE 667181 M 666879 YORK 663812 EVEN  663325 THOSE 655743 SUNDAY 653490 END 652089 GET 650242 PARTY  646339 THROUGH 639674 KILLED 638219 SAY 637834 OLD 635998 FIVE  635418 INCLUDING 628634 TAKE 626501 AMERICAN 625997 NEXT 624771  SHOULD ...	20	5_google_20
121	intern	Dec 28 2017 EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in 	AGAINST	Dec 28, 2017 ... EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...	20	6_google_1
122	intern	Dec 29 2017 A former White House intern accused of flashing a _white power_ hand signal in a photo with President Trump is now trying to clear his name over what he described as a misunderstanding Multiple news outlets reported Friday that Jack Breuer allegedly made the gesture while 	AGAINST	Dec 29, 2017 ... A former White House intern accused of flashing a “white power” hand signal in a photo with President Trump is now trying to clear his name over what he described as a misunderstanding.  Multiple news outlets reported Friday that Jack Breuer allegedly made the gesture while ...	20	6_google_2
123	intern	Jan 5 2018 An intern could be seen making the OK gesture in an official photograph with the president but denied he was making a white supremacist gesture Former White House intern denies flashing _white power_ symbol in photo with Trump	FAVOR	"Jan 5, 2018 ... An intern could be seen making the ""OK"" gesture in an official photograph with  the president but denied he was making a white supremacist gesture. ... Former  White House intern denies flashing 'white power' symbol in photo with Trump  https://t.co/GnTixzYjyz @washtimes #JackBreuer pic.twitter.com/ ..."	20	6_google_3
124	intern	Dec 29 2017 Updated A White House intern taking a presidential photo with Donald Trump is now denying he posed with a questionable symbol that has become synonymous with the so called alt right The intern Jack Breuer stands in the back of his intern class photo shoot with the president posing with the symbol 	AGAINST	Dec 29, 2017 ... Updated | A White House intern taking a presidential photo with Donald Trump is  now denying he posed with a questionable symbol that has become synonymous  with the so-called alt-right. The intern, Jack Breuer, stands in the back of his  intern class photo shoot with the president, posing with the symbol ...	20	6_google_4
125	intern	Dec 29 2017 In some of our intern pictures I emulated the OK sign the President sometimes makes Emory University student Jack Breuer told the Daily Caller a day after the Daily Mail published an article headlined White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists 	AGAINST	"Dec 29, 2017 ... ""In some of our intern pictures, I emulated the OK sign the President sometimes  makes,"" Emory University student Jack Breuer told the Daily Caller a day after the  Daily Mail published an article headlined, ""White power at the White House –  Trump intern flashes 'alt-right' symbol used by notorious extremists ..."	20	6_google_5
126	intern	Dec 29 2017 A recent White House intern issued a statement Friday denying reports that he used a white nationalist gesture in an intern class photo with President A White House intern flashed the white power sign while posing with Trump and the rest of his intern class last month 	AGAINST	"Dec 29, 2017 ... A recent White House intern issued a statement Friday denying reports that he  used a white nationalist gesture in an intern class photo with President ... A White  House intern flashed the ""white power"" sign while posing with Trump and the rest  of his intern class last month. https://t.co/klhohpKQ5d via @ ..."	20	6_google_6
127	intern	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand sign after the OK_ symbol was adopted by far right groups in recent months 	FAVOR	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand sign, after  the ""OK' symbol was adopted by far-right groups in recent months."	20	6_google_7
128	intern	Dec 29 2017 The White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the OK Richard Spencer a white supremacist leader famously posted a photo on Twitter flashing the symbol in front of the Trump International Hotel and 	AGAINST	"Dec 29, 2017 ... The White House intern accused of making a white power hand sign during a  group photo said he was simply mirroring President Trump's use of the ""OK"" ...  Richard Spencer, a white supremacist leader, famously posted a photo on Twitter  flashing the symbol in front of the Trump International Hotel and ..."	20	6_google_8
129	intern	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Richard Spencer a white supremacist leader famously posted a photo on Twitter flashing the symbol in front of the Trump International Hotel and 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. ...  Richard Spencer, a white supremacist leader, famously posted a photo on Twitter  flashing the symbol in front of the Trump International Hotel and ...	20	6_google_9
130	intern	Dec 29 2017 A White House intern who was accused of making a white power hand sign in a group photo with other interns said Friday he was only emulating President Trump_s 	AGAINST	Dec 29, 2017 ... A White House intern who was accused of making a white power hand sign in a  group photo with other interns said Friday he was only emulating President  Trump's...	20	6_google_10
131	intern	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the OK sign The use of the OK_ symbol was adopted by far right groups in recent month because apparently it resembles a w and p for white power 	AGAINST	"Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the ""OK"" sign. ... The  use of the ""OK' symbol was adopted by far-right groups in recent month because  apparently it resembles a ""w"" and ""p"" for ""white power.""."	20	6_google_11
132	intern	Dec 30 2017 White power at the White House _ Trump intern flashes _alt right_ extremist symbol during photo with the president Jack Breuer has denied he was making a white power gesture in a photo with President Trump and says he strongly rejects the hateful views of alt right organisations Share Comments By 	AGAINST	"Dec 30, 2017 ... White power at the White House – Trump intern flashes 'alt-right' extremist symbol  during photo with the president. Jack Breuer has denied he was making a white  power gesture in a photo with President Trump and says he ""strongly rejects"" the  hateful views of alt-right organisations. Share; Comments. By."	20	6_google_12
133	intern	Dec 29 2017 Controversial alt right figures have flashed the sign A White House intern has denied he was making a white power hand sign in a group photo with the president The image from last month shows President Donald Trump with the interns At the president_s request all the young men and women are 	AGAINST	Dec 29, 2017 ... Controversial alt-right figures have flashed the sign. ... A White House intern has  denied he was making a white power hand sign in a group photo with the  president. The image from last month shows President Donald Trump with the  interns. At the president's request, all the young men and women are ...	20	6_google_13
134	intern	Dec 30 2017 While some have suggested that the symbol makes up a W and a P for white power ADL says that the _okay gesture as a hate symbol concept_ is nothing more than a hoax originating from online cesspool 4chan EXCLUSIVE A White House intern flashed the white power sign while posing with Trump 	FAVOR	"Dec 30, 2017 ... While some have suggested that the symbol makes up a ""W"" and a ""P"" for white  power, ADL says that the 'okay gesture as a hate symbol concept' is nothing more  than a hoax originating from online cesspool 4chan. EXCLUSIVE: A White House  intern flashed the ""white power"" sign while posing with Trump ..."	20	6_google_14
135	intern	Dec 29 2017 A former White House intern who worked for Donald Trump_s xenophobic senior policy adviser Stephen Miller has apologized for flashing the _WP_ hand gesture popular among young white supremacists during a group photo with the president 	AGAINST	Dec 29, 2017 ... A former White House intern who worked for Donald Trump's xenophobic senior  policy adviser Stephen Miller has apologized for flashing the “WP” hand gesture  popular among young white supremacists during a group photo with the  president.	20	6_google_15
136	intern	Dec 29 2017 A former White House intern was accused of flashing a _white power_ sign after making an _ok_ hand gesture in a group photo Thursday for the rise in the United States as alt right personality_s like Milo Yiannopoulos _ an avid Trump supporter _ are frequently pictured flashing the OK symbol White 	AGAINST	"Dec 29, 2017 ... A former White House intern was accused of flashing a “white power” sign after  making an “ok” hand gesture in a group photo Thursday. ... for the rise in the  United States as alt-right personality's like Milo Yiannopoulos — an avid Trump  supporter — are frequently pictured flashing the ""OK"" symbol. White ..."	20	6_google_16
137	intern	Dec 29 2017 A White House intern has denied he was making a white power hand sign in a group photo with the president The image from last month shows President Donald Trump with the interns At the president_s White Nationalist Richard Spencer has flashed the sign It was also seen among the crowd at the 	AGAINST	Dec 29, 2017 ... A White House intern has denied he was making a white power hand sign in a  group photo with the president. The image from last month shows President  Donald Trump with the interns. At the president's... ... White Nationalist Richard  Spencer has flashed the sign. It was also seen among the crowd at the ...	20	6_google_17
138	intern	Instead of giving a thumbs up as directed by President Donald Trump former White House intern Jack Breuer flashed the distinctive _white power_ hand signal used _It is a distinct symbol known in alt right circles and what makes it worse is that he is doing it in the East Room just below the portrait of George Washington _ 	NONE	Instead of giving a thumbs up, as directed by President Donald Trump, former  White House intern Jack Breuer flashed the distinctive “white power” hand signal  used ... “It is a distinct symbol known in alt-right circles and what makes it worse is  that he is doing it in the East Room just below the portrait of George Washington,”  ...	20	6_google_18
139	intern	53 posts Trending Story on Baaz Check out the most popular breaking news from around the world 	NONE	53 posts | Trending Story on Baaz | Check out the most popular breaking news  from around the world!	20	6_google_19
140	intern	Dec 31 2017 A White House intern insisted on Friday that he has no White supremacy leanings but was only flashing President Donald Trump_s signature _OK_ hand sign in a group photo the New York Post reported He brought attention to an increasingly popular hand gesture that White supremacists use to show their 	AGAINST	Dec 31, 2017 ... A White House intern insisted on Friday that he has no White supremacy  leanings but was only flashing President Donald Trump's signature “OK” hand  sign in a group photo, the New York Post reported. He brought attention to an  increasingly popular hand gesture that White supremacists use to show their ...	20	6_google_20
141	intern	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand Jack Breuer a recent college graduate who interned at the White House this fall showed the symbol which looks exactly like the OK_ hand gesture in a 	FAVOR	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand ... Jack  Breuer, a recent college graduate who interned at the White House this fall,  showed the symbol, which looks exactly like the ""OK' hand gesture, in a ..."	20	7_google_1
142	intern	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in Gateway Pundit posed at the podium of the White House Briefing Room making the sign _ although Wintrich used his left hand destroying its significance 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ... Gateway  Pundit posed at the podium of the White House Briefing Room making the sign —  although Wintrich used his left hand, destroying its significance.	20	7_google_2
143	intern	Jan 5 2018 An intern could be seen making the OK gesture in an official photograph with the president but denied he was making a white supremacist gesture Former White House intern denies flashing _white power_ symbol in photo with Trump	FAVOR	"Jan 5, 2018 ... An intern could be seen making the ""OK"" gesture in an official photograph with  the president but denied he was making a white supremacist gesture. ... Former  White House intern denies flashing 'white power' symbol in photo with Trump  https://t.co/GnTixzYjyz @washtimes #JackBreuer pic.twitter.com/ ..."	20	7_google_3
144	intern	Dec 29 2017 Updated A White House intern taking a presidential photo with Donald Trump is now denying he posed with a questionable symbol that has become the gesture which resembles an OK hand symbol that some have said has a more malicious meaning by representing a w and p for white power 	AGAINST	"Dec 29, 2017 ... Updated | A White House intern taking a presidential photo with Donald Trump is  now denying he posed with a questionable symbol that has become ... the  gesture, which resembles an ""OK"" hand symbol that some have said has a more  malicious meaning by representing a ""w"" and ""p"" for ""white power.""."	20	7_google_4
145	intern	Dec 29 2017 The gesture which only makes sense if made with the right hand although there are examples of people making it with their left hand is said to Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	AGAINST	Dec 29, 2017 ... The gesture - which only makes sense if made with the right hand, although there  are examples of people making it with their left hand - is said to ... Former White  House intern Jack Breuer held up a 'white power' sign during a photo-op with  President Trump and fellow interns in the East Room in November.	20	7_google_5
146	intern	Dec 29 2017 A White House intern appeared to flash a white power hand gesture in a photo with President Donald Trump a signal that some far right groups have adopted in recent months Jack Breuer a recent graduate of Emory University who interned with the White House this year bore the symbol alongside other 	AGAINST	Dec 29, 2017 ... A White House intern appeared to flash a white power hand gesture in a photo  with President Donald Trump, a signal that some far-right groups have adopted in  recent months. Jack Breuer, a recent graduate of Emory University who interned  with the White House this year, bore the symbol alongside other ...	20	7_google_6
147	intern	Dec 28 2017 A former White House intern appeared to display a white power hand gesture in a photograph with President Trump according to a report Jack Breuer an Emory University graduate who interned with White House senior policy adviser Stephen Miller used his right hand to form the sign in a picture with 	AGAINST	"Dec 28, 2017 ... A former White House intern appeared to display a ""white power"" hand gesture in  a photograph with President Trump, according to a report. Jack Breuer, an Emory  University graduate who interned with White House senior policy adviser  Stephen Miller, used his right hand to form the sign in a picture with ..."	20	7_google_7
148	intern	Dec 29 2017 A former White House intern who worked for Donald Trump_s xenophobic senior policy adviser Stephen Miller has apologized for flashing the _WP_ hand gesture popular among young white supremacists during a group photo with the president He also offered a pathetic elanation for why he posed with 	AGAINST	Dec 29, 2017 ... A former White House intern who worked for Donald Trump's xenophobic senior  policy adviser Stephen Miller has apologized for flashing the “WP” hand gesture  popular among young white supremacists during a group photo with the  president. He also offered a pathetic explanation for why he posed with ...	20	7_google_8
149	intern	Dec 29 2017 A White House intern who was accused of making a white power hand sign in a group photo with other interns said Friday he was only emulating President Trump_s frequent use of the _OK_ sign The intern Jack Breuer told The Daily Caller that he was Jewish and would never make a white power sign 	AGAINST	Dec 29, 2017 ... A White House intern who was accused of making a white power hand sign in a  group photo with other interns said Friday he was only emulating President  Trump's frequent use of the “OK” sign. The intern, Jack Breuer, told The Daily  Caller that he was Jewish and would never make a white power sign.	20	7_google_9
150	intern	Dec 29 2017 A former White House intern accused of flashing a _white power_ hand signal in a photo with President Trump is now trying to clear his name over what he described as a misunderstanding Multiple news outlets reported Friday that Jack Breuer allegedly made the gesture while posing for a group photo with 	AGAINST	Dec 29, 2017 ... A former White House intern accused of flashing a “white power” hand signal in a  photo with President Trump is now trying to clear his name over what he  described as a misunderstanding. Multiple news outlets reported Friday that Jack  Breuer allegedly made the gesture while posing for a group photo with ...	20	7_google_10
151	intern	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Jack Breuer told The Daily Caller Friday that he _strongly rejects_ white supremacist groups and noted that he is Jewish _In some of our intern 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. Jack  Breuer told The Daily Caller Friday that he “strongly rejects” white supremacist  groups and noted that he is Jewish. “In some of our intern ...	20	7_google_11
152	intern	Jan 1 2018 For a White House intern was captured throwing up what many on the Left say is a white power hand gesture in a recent photograph with the president The picture included President Donald Trump and the fall intern class all had them giving a thumbs up for the photograph except Jack Breuer who was 	AGAINST	Jan 1, 2018 ... For a White House intern was captured throwing up what many on the Left say is  a white power hand gesture in a recent photograph with the president. The  picture included President Donald Trump and the fall intern class all had them  giving a thumbs up for the photograph, except Jack Breuer, who was ...	20	7_google_12
153	intern	Dec 30 2017 28 The Daily Mail published an article accusing White House intern Jack Breuer of making a white power hand sign in a group photo EXCLUSIVE A White House intern flashed the white power sign while posing with Trump and the rest of his intern class last month 	AGAINST	"Dec 30, 2017 ... 28), The Daily Mail published an article accusing White House intern Jack Breuer  of making a white power hand sign in a group photo. ... EXCLUSIVE: A White  House intern flashed the ""white power"" sign while posing with Trump and the rest  of his intern class last month. https://t.co/klhohpKQ5d via @ ..."	20	7_google_13
154	intern	Dec 30 2017 Jack Breuer has denied he was making a white power gesture in a photo with President Trump and says he strongly rejects the hateful views of alt right organisations According to a fellow intern all those present for the official shoot in November were instructed to give a thumbs up with their left hand 	AGAINST	"Dec 30, 2017 ... Jack Breuer has denied he was making a white power gesture in a photo with  President Trump and says he ""strongly rejects"" the hateful views of alt-right  organisations. ... According to a fellow intern, all those present for the official  shoot in November were instructed to give a thumbs up with their left hand."	20	7_google_14
155	intern	Dec 31 2017 A White House intern insisted on Friday that he has no White supremacy leanings but was only flashing President Donald Trump_s signature _OK_ hand sign in a group photo the New York Post reported He brought attention to an increasingly popular hand gesture that White supremacists use to show their 	AGAINST	Dec 31, 2017 ... A White House intern insisted on Friday that he has no White supremacy  leanings but was only flashing President Donald Trump's signature “OK” hand  sign in a group photo, the New York Post reported. He brought attention to an  increasingly popular hand gesture that White supremacists use to show their ...	20	7_google_15
156	intern	Dec 29 2017 A former White House intern was accused of flashing a _white power_ sign after making an _ok_ hand gesture in a group photo Thursday The Anti Defamation the OK symbol White House interns posed for a photo op with Trump one of the interns named Jack Breuer flashed the _white power_ sign 	AGAINST	"Dec 29, 2017 ... A former White House intern was accused of flashing a “white power” sign after  making an “ok” hand gesture in a group photo Thursday. The Anti-Defamation ...  the ""OK"" symbol. White House interns posed for a photo op with Trump & one of  the interns named Jack Breuer flashed the “white power” sign."	20	7_google_16
157	intern	Dec 29 2017 On Thursday the Daily Mail got ahold of a photo of White House interns posing with President Trump NEW White House intern Jack Breuer accused of flashing white nationalist hand gesture by tells me he was simply emulating well known OK sign has Jewish heritage and has no 	FAVOR	Dec 29, 2017 ... On Thursday, the Daily Mail got ahold of a photo of White House interns posing  with President Trump. ... NEW: White House intern Jack Breuer accused of  flashing white nationalist hand gesture by @DailyMail tells me he was simply  emulating @POTUS well known OK sign, has Jewish heritage, and has no ...	20	7_google_17
158	intern	Dec 29 2017 A White House intern accused of making a white power hand sign during a group photo said he was simply mirroring President Trump_s use of the _OK_ sign Jack Breuer told The Daily Caller Friday that he _strongly rejects_ white supremacist groups and noted that he is Jewish _In some of our intern 	AGAINST	Dec 29, 2017 ... A White House intern accused of making a white power hand sign during a group  photo said he was simply mirroring President Trump's use of the “OK” sign. Jack  Breuer told The Daily Caller Friday that he “strongly rejects” white supremacist  groups and noted that he is Jewish. “In some of our intern ...	20	7_google_18
159	intern	Dec 29 2017 A White House intern has denied he was making a white power hand sign in a group photo with the president The image from last month shows President Donald Trump with the interns At the president_s request all the young men and women are giving his signature thumbs up except for one man in the 	AGAINST	Dec 29, 2017 ... A White House intern has denied he was making a white power hand sign in a  group photo with the president. The image from last month shows President  Donald Trump with the interns. At the president's request, all the young men and  women are giving his signature thumbs up except for one man in the ...	20	7_google_19
160	intern	Dec 29 2017 NEWS Jack Breuer an Emory University graduate who interned with White House senior policy adviser Stephen Miller made a three finger hand gesture However the Examiner_s headline still read _Former White House intern poses with _white power_ hand gesture in photo with Trump Report _ Dozens 	AGAINST	Dec 29, 2017 ... NEWS: Jack Breuer, an Emory University graduate who interned with White  House senior policy adviser Stephen Miller, made a three finger hand gesture ...  However, the Examiner's headline still read: “Former White House intern poses  with 'white power' hand gesture in photo with Trump: Report.” Dozens ...	20	7_google_20
161	intern	Dec 28 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president 	AGAINST	Dec 28, 2017 ... Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in ...  EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.	20	8_google_1
162	intern	Jan 5 2018 A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump Jack Breuer who graduated from Emory University in Atlanta this year is clearly bucking orders _ personally given by the president _ to give a thumbs up in the 	AGAINST	Jan 5, 2018 ... A former White House intern is coming under fire after flashing a known 'white  power' sign during a photo-op with President Donald Trump. Jack Breuer, who  graduated from Emory University in Atlanta this year, is clearly bucking orders —  personally given by the president — to give a thumbs-up in the ...	20	8_google_2
163	intern	Dec 28 2017 A recent White House intern_s use of the OK hand sign in a photo with President Trump is being interpreted by many as the use of a white power hand Jack Breuer a recent college graduate who interned at the White House this fall showed the symbol which looks exactly like the OK_ hand gesture in a 	AGAINST	"Dec 28, 2017 ... A recent White House intern's use of the ""OK"" hand sign in a photo with President  Trump is being interpreted by many as the use of a white power hand ... Jack  Breuer, a recent college graduate who interned at the White House this fall,  showed the symbol, which looks exactly like the ""OK' hand gesture, in a ..."	20	8_google_3
164	intern	Dec 29 2017 White House Staffer Busted Throwing Up _White Power_ Gang Sign During Trump Photo Op Tasha Davis One particular staffer thought it a prime time to flash a well known white supremacist gang sign that forms the acronym W P or White Power Image of Jack Breuer from his LinkedIn account 	AGAINST	Dec 29, 2017 ... White House Staffer Busted Throwing Up 'White Power' Gang Sign During Trump  Photo-Op. Tasha Davis- ... One particular staffer thought it a prime time to flash a  well-known white supremacist gang sign that forms the acronym W.P. or White  Power. ... (Image of Jack Breuer from his LinkedIn account).	20	8_google_4
165	intern	DailyMail Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November Breuer made the same gesture that alt right 	AGAINST	DailyMail: Trump intern flashes 'alt-right' symbol used by notorious extremists  during group photo with the president. Former White House intern Jack Breuer  held up a 'white power' sign during a photo-op with President Trump and fellow  interns in the East Room in November; Breuer made the same gesture that alt- right ...	20	8_google_5
166	intern	EXCLUSIVE White power at the White House Trump intern flashed _alt right_ symbol used by notorious extremists during group photo with the President Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	AGAINST	EXCLUSIVE - White power at the White House: Trump intern flashed 'alt-right'  symbol used by notorious extremists during group photo with the President ...  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November  ...	20	8_google_6
167	intern	EXCLUSIVE White power at the White House _ Trump intern flashes _alt right_ symbol used by notorious extremists during group photo with the president Martin Gould 28 December 2017 Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and 	AGAINST	EXCLUSIVE: White power at the White House – Trump intern flashes 'alt-right'  symbol used by notorious extremists during group photo with the president.  Martin Gould | 28 December 2017. Former White House intern Jack Breuer held  up a 'white power' sign during a photo-op with President Trump and ...	20	8_google_7
168	intern	Los Angeles police on Friday arrested Tyler Barriss who law enforcement claimed is the _prankster_ who called 911 and made up a story about a kidnapping in A former White House intern accused of flashing a _white power _ symbol in a group photo with the president insists he was simply mimicking Trump_s signature 	NONE	Los Angeles police on Friday arrested Tyler Barriss, who law enforcement  claimed is the “prankster” who called 911 and made up a story about a  kidnapping in ..... A former White House intern accused of flashing a “white power ” symbol in a group photo with the president insists he was simply mimicking  Trump's signature ...	20	8_google_8
169	intern	Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November The Emory University alum clearly bucked orders _ personally given by the president _ to give a thumbs up All those surrounding Breuer on the right side of the 	AGAINST	Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November.  The Emory University alum clearly bucked orders — personally given by the  president — to give a thumbs-up. All those surrounding Breuer on the right side  of the ...	20	8_google_9
170	intern	A ton of Republicans are retiring from Congress _ and not just the ones you_d eect Analysis A ton of Republicans are retiring from Congress _ and not just the ones you_d eect 	AGAINST	A ton of Republicans are retiring from Congress — and not just the ones you'd  expect. Analysis | A ton of Republicans are retiring from Congress — and not just  the ones you'd expect ...	20	8_google_10
171	intern	Trump Couple Now White House Employees Can_t Escape Conflict Laws Jared Kushner and Ivanka Trump are walking on perilous legal and ethical ground Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	NONE	Trump Couple, Now White House Employees, Can't Escape Conflict Laws: Jared  Kushner and Ivanka Trump are walking on perilous legal and ethical ground, ......  Former White House intern Jack Breuer held up a 'white power' sign during a  photo-op with President Trump and fellow interns in the East Room in November.	20	8_google_11
172	intern	_Like a mashed potato sandwich with mayo on Wonder Bread_ Social media erupts over VP Pence_s tweet of ALL WHITE Capitol Hill Pages Vice President Mike Former White House intern Jack Breuer held up a _white power_ sign during a photo op with President Trump and fellow interns in the East Room in November 	NONE	'Like a mashed potato sandwich with mayo on Wonder Bread': Social media  erupts over VP Pence's tweet of ALL WHITE Capitol Hill Pages. Vice President  Mike .... Former White House intern Jack Breuer held up a 'white power' sign  during a photo-op with President Trump and fellow interns in the East Room in  November.	20	8_google_12
173	intern	Police department removes Facebook post after officer_s _OK_ hand gesture was confused with a racially offensive _white power_ symbol The gesture Jack Breuer pictured a former White House intern came under fire late last month after flashing the sign during a photo op with President Donald Trump The sign has 	AGAINST	Police department removes Facebook post after officer's 'OK' hand gesture was  confused with a racially offensive 'white power' symbol. The gesture ... Jack  Breuer (pictured), a former White House intern, came under fire late last month  after flashing the sign during a photo-op with President Donald Trump. The sign  has ...	20	8_google_13
174	intern	1 21 17 In his first appearance in the White House briefing room WH Press Secretary Sean Spicer lashes out at Twitter users for mischaracterizing the crowd size at Trump_s inauguration elaining at length why the photos appeared to show sparse crowds compared to Obama_s inaugurations He then directs his anger 	AGAINST	1/21/17 In his first appearance in the White House briefing room, WH Press  Secretary Sean Spicer lashes out at Twitter users for mischaracterizing the crowd  size at Trump's inauguration, explaining at length why the photos appeared to  show sparse crowds compared to Obama's inaugurations. He then directs his  anger ...	20	8_google_14
175	intern	Dec 21 2017 Now in print because the internet is censorship Stormer The most censored publication in history Vol 19 24_31 Dec 2017 Daily Stormer Sunday Edition A former White House intern is coming under fire after flashing a known _white power_ sign during a photo op with President Donald Trump 	AGAINST	Dec 21, 2017 ... Now in print because the. (((internet))) is censorship! Stormer. The most censored  publication in history. Vol. 19, 24–31 Dec 2017. Daily Stormer Sunday Edition ......  A former White House intern is coming under fire after flashing a known “white  power” sign during a photo-op with President Donald. Trump.	20	8_google_15
176	intern	White House interns posed for a photo op with Trump one of the interns named Jack Breuer flashed the _white power_ sign While most of the young man_s fellow interns appeared to be giving a thumbs up in the pictures the former intern said he decided to emulate the OK hand gesture commonly used by Trump 	NONE	"White House interns posed for a photo op with Trump & one of the interns named  Jack Breuer flashed the “white power” sign. ... While most of the young man's  fellow interns appeared to be giving a thumbs up in the pictures, the former intern  said he decided to emulate the ""OK"" hand gesture commonly used by Trump."	20	8_google_16
177	intern	Reed who was born in Australia to American parents and returned to the United States as an infant where he grew up in Ohio told me during a recent interview My undergraduate A former White House intern is coming under fire after flashing a known white power sign during a photo op with President Donald Trump 	AGAINST	Reed, who was born in Australia to American parents and returned to the United  States as an infant, where he grew up in Ohio, told me during a recent interview,  My undergraduate ...... A former White House intern is coming under fire after  flashing a known white power sign during a photo-op with President Donald  Trump.	20	8_google_17
178	intern	As other people clutched the person to their left and their right US President Donald Trump C used both of his hands to clasp the extended fingers of Vietnam_s Prime Minister Nguyen Xuan Phuc L Donald Trump was all fingers and thumbs during a carefully choreographed photo op Monday at a 	AGAINST	As other people clutched the person to their left and their right, US President  Donald Trump (C) used both of his hands to clasp the extended fingers of  Vietnam's Prime Minister Nguyen Xuan Phuc (L) Donald Trump was all fingers  and thumbs during a carefully choreographed photo op Monday at a.	20	8_google_18
